,Cost,# of Atoms,Peak OD, [Repump off],Repump Ampl [Compression],2nd MOT Ampl [Compression], [Compression],Repump Ampl [Cooling],HH x [],HH z [], [Cooling]
785,271.4498845394443,26480931.100045737,2.0719076967636343,0.6,0.4,0.9,5.4,0.7,0.16,0.0,6.0
338,650.5024025118506,26374497.930054978,2.7733633113039122,0.6,0.2,0.8,5.4,0.7,0.18,0.0,4.6
719,313.0981149144805,26331704.90927842,2.1736901357819223,0.30000000000000004,0.4,0.95,33.2,0.8,0.12,0.01,7.6000000000000005
378,749.567250173318,26230526.0039762,2.908612239275996,0.4,0.6000000000000001,0.8,20.5,0.8500000000000001,0.18,0.03,4.1
322,614.3411290517257,26180716.025531035,2.7223284840385515,0.30000000000000004,0.6000000000000001,0.8,5.5,0.95,0.16999999999999998,0.05,5.2
267,478.2857011378413,26130038.52902691,2.504701058030217,1.9000000000000001,0.65,0.75,8.6,0.75,0.18,0.06,4.9
340,649.987764135016,26072479.393633723,2.77476163484934,0.1,0.5,0.8,5.1,0.75,0.18,0.0,10.9
748,200.75031247290892,26056254.753055908,1.8756885263344871,3.1,0.9500000000000001,0.9,19.1,0.95,0.16999999999999998,0.06,4.0
336,654.3951665160732,26043739.56416404,2.78122367308993,0.4,0.55,0.8500000000000001,22.5,0.6,0.18,0.02,3.9
311,622.4619424156807,25987315.16147335,2.735623288898571,0.2,0.65,0.7,8.2,0.65,0.16,0.04,11.1
309,668.0602247758128,25875177.09762576,2.8016622630996464,0.2,0.7000000000000001,0.75,6.7,0.65,0.18,0.03,4.4
390,689.1322988915219,25863384.93218515,2.8309007460158275,0.1,0.9,0.8,11.600000000000001,0.6,0.16999999999999998,0.0,5.800000000000001
608,186.02812331052314,25824524.524501674,1.8297574140014001,0.2,0.2,0.6,5.8,0.9,0.15,0.0,3.4
729,260.97947033025366,25801518.345354445,2.0484651017899895,0.2,0.5,1.0,12.7,0.9,0.16,0.02,9.0
238,490.1230476844994,25782725.250774626,2.527450126380589,0.30000000000000004,0.6000000000000001,0.9,6.4,0.8500000000000001,0.13999999999999999,0.03,14.0
718,242.87931652108685,25690316.055968385,2.0005451855602145,1.2000000000000002,0.4,0.8,7.0,0.8,0.13,0.0,14.4
328,517.6063273599497,25683067.61093867,2.5744999290362562,0.30000000000000004,0.9,1.0,7.0,0.8500000000000001,0.16,0.03,13.3
256,180.3271384212576,25619236.417514525,1.8118355509301012,0.30000000000000004,0.0,0.8500000000000001,8.1,0.6,0.12,0.03,13.5
310,615.7784680706,25617498.377613436,2.7284031608849317,0.1,0.7000000000000001,0.6,6.0,0.65,0.16999999999999998,0.02,6.9
392,442.7730249821777,25605860.63548789,2.4444092575939624,0.1,0.25,0.9,11.0,0.95,0.12,0.03,6.5
525,308.7287520512985,25604681.803606294,2.1675738046476054,0.4,0.8500000000000001,0.8,10.8,0.5,0.16,0.04,14.600000000000001
766,285.9420990233851,25593395.738039583,2.1129392031726506,0.30000000000000004,0.30000000000000004,0.65,33.900000000000006,0.75,0.16999999999999998,0.06,12.8
284,523.8902523537419,25557441.199949544,2.585721699868437,0.30000000000000004,0.75,0.7,7.7,0.5,0.13999999999999999,0.0,5.4
264,477.1833412217006,25488752.6873309,2.5069251011500904,0.30000000000000004,1.0,0.8500000000000001,22.1,0.5,0.13999999999999999,0.01,11.8
239,393.05463811307334,25467434.019334804,2.350109716064283,0.2,1.0,0.9,16.4,0.7,0.13,0.03,12.200000000000001
295,419.42113594006514,25433860.598552905,2.4017370860117566,0.7000000000000001,0.9500000000000001,0.8500000000000001,5.2,0.8500000000000001,0.13,0.06,13.9
305,495.5835887135165,25409598.983280603,2.539268547469045,0.4,0.55,1.0,7.1,0.95,0.16999999999999998,0.03,13.8
843,394.71593986384454,25330890.15718531,2.354259775316618,0.2,0.30000000000000004,0.95,34.900000000000006,0.8500000000000001,0.13,0.03,5.0
394,661.4817351178308,25230475.148552872,2.797137351063929,0.2,0.65,0.9,17.3,0.95,0.18,0.02,4.9
249,636.1581968407612,25207326.849203657,2.761146571386816,0.30000000000000004,0.8500000000000001,0.75,8.7,0.6,0.16,0.02,8.5
280,269.3739959737281,25170556.851985786,2.0736171547254307,0.2,0.0,0.55,5.6,0.9,0.16999999999999998,0.01,4.9
402,666.6982002525718,25149702.431591496,2.8050705090678294,0.1,0.55,0.95,7.0,1.0,0.18,0.03,10.4
270,257.02266566997025,25110078.06893731,2.041754334630727,2.2,0.9500000000000001,1.0,21.400000000000002,0.55,0.13,0.04,14.8
242,616.7314881928382,25042706.73297212,2.7339433631442556,0.1,0.75,0.8,7.1,0.8500000000000001,0.15,0.01,11.0
297,577.864169537314,25019531.921680555,2.6754255486498972,0.4,0.9,0.9,7.5,0.65,0.18,0.04,6.1
294,666.7466581914163,24977583.2701269,2.8064231409663414,0.1,0.45,0.7,7.2,0.75,0.16999999999999998,0.0,10.3
299,563.1019195648479,24925397.892138135,2.6531131160030994,0.6,0.75,0.8,5.3,0.65,0.18,0.03,4.3
237,323.01700319541277,24852615.654052682,2.204888167357591,0.5,0.8,0.9,6.8,0.8,0.12,0.04,11.200000000000001
292,740.8958345855112,24845092.484302327,2.907853950434698,0.30000000000000004,0.4,0.9,32.400000000000006,0.5,0.18,0.0,5.0
684,198.6067793273344,24826992.815373365,1.8750204001597701,2.4000000000000004,0.8,0.95,33.1,0.6,0.12,0.01,14.3
246,736.9693788226228,24561079.688872777,2.9049339655629645,0.4,1.0,0.9,28.400000000000002,0.7,0.18,0.0,4.8
335,380.4330678540229,24552420.735177357,2.3303585491868795,0.1,1.0,1.0,5.3,0.5,0.13,0.01,14.4
251,518.040840424999,24548561.362553257,2.5829889321206814,0.4,0.8500000000000001,0.9,9.2,0.55,0.18,0.01,14.3
356,613.3594118754053,24531857.4018418,2.7327040456355065,0.6,0.30000000000000004,0.8,13.0,0.65,0.16,0.02,3.7
829,344.7341068168446,24525464.422406763,2.2552250477052906,0.1,0.6000000000000001,1.0,22.0,0.75,0.15,0.04,4.5
241,546.567412119286,24522320.256967388,2.629743714920791,0.1,0.8500000000000001,0.75,8.6,0.75,0.15,0.02,6.300000000000001
304,624.4819556153307,24452323.84007692,2.749718584308594,0.5,0.45,0.8,18.5,0.9,0.18,0.05,4.8
839,330.6976468327861,24432528.434773725,2.22475454792174,0.2,0.6000000000000001,1.0,7.2,0.8,0.15,0.03,3.2
273,301.54167701449694,24406753.52443024,2.157503024889293,0.1,0.9500000000000001,0.55,5.9,0.55,0.13,0.06,8.0
285,294.9576605686472,24322641.260953207,2.1421776655094207,0.30000000000000004,0.75,0.8,7.9,0.7,0.12,0.0,12.3
768,207.05754304011612,24309959.24040334,1.9039156960564758,4.7,0.35000000000000003,1.0,24.900000000000002,0.7,0.13999999999999999,0.05,4.3
244,534.6929138872781,24297765.90305948,2.6121615486370255,0.30000000000000004,0.7000000000000001,1.0,5.7,0.55,0.16,0.05,12.0
325,430.4501679560914,24249343.867567323,2.4303227148696105,0.1,0.6000000000000001,0.8,5.7,0.8,0.13,0.0,6.6
388,575.9164451834323,24234135.564802144,2.678105273033603,0.30000000000000004,0.35000000000000003,0.8500000000000001,12.100000000000001,0.8500000000000001,0.16999999999999998,0.01,8.3
231,511.6530667617927,24222557.731650326,2.5746222342167324,0.2,0.75,0.95,11.100000000000001,0.8,0.15,0.01,14.4
235,528.78823628975,24196446.32949479,2.6032356357158877,0.4,0.55,0.9,5.6,0.6,0.16,0.0,14.700000000000001
326,589.5546127634123,24058110.929846894,2.700392673628311,0.2,0.35000000000000003,0.75,11.600000000000001,0.75,0.18,0.02,5.0
275,500.3870060569199,24009523.759175956,2.5570906224723284,0.8,0.9500000000000001,0.9,5.0,0.65,0.15,0.01,13.8
797,167.14210963297234,23990907.04158766,1.7743060458776663,0.2,0.2,0.65,5.6,0.65,0.15,0.05,3.3
288,271.4957197726379,23965411.40108714,2.085859364248527,0.2,0.05,0.8,6.7,0.8500000000000001,0.18,0.01,3.7
324,360.73136457423743,23922012.16781462,2.2933894669153934,0.4,0.05,0.8,5.2,0.65,0.15,0.02,14.8
795,253.62088784150905,23892283.03082863,2.039455306087182,0.6,0.4,0.7,19.0,1.0,0.16999999999999998,0.0,12.0
330,523.4503388427825,23881994.87903513,2.5967102121031678,0.2,0.6000000000000001,0.75,5.3,0.9,0.16,0.03,7.1000000000000005
263,342.5716309029258,23835466.30570762,2.254785630038747,0.30000000000000004,1.0,0.55,7.2,0.75,0.13999999999999999,0.0,5.2
303,579.3361204972955,23827800.076747876,2.6864224626371547,0.2,0.8500000000000001,0.8,7.800000000000001,0.7,0.16999999999999998,0.05,6.5
333,478.63591583529256,23791174.46319842,2.521024569948128,0.5,0.7000000000000001,1.0,7.5,0.55,0.16999999999999998,0.0,11.0
476,200.50839944525367,23779986.944514256,1.886397127784063,2.5000000000000004,0.5,0.6,7.4,1.0,0.13,0.05,5.1
838,303.84407279934305,23779606.949243993,2.166737611170458,0.4,0.4,0.9,32.1,0.8500000000000001,0.12,0.05,5.1
266,323.11212141379394,23767641.007862933,2.2116771128262873,3.0000000000000004,0.8,0.6,5.3,0.95,0.16,0.05,4.6
398,538.0755555239627,23647320.078800783,2.6223984923036117,0.30000000000000004,0.45,1.0,5.6,0.7,0.16999999999999998,0.03,8.100000000000001
367,428.7108878710837,23629772.8709104,2.431236821094012,1.2000000000000002,0.45,0.95,11.2,0.65,0.18,0.04,3.7
821,334.39915448394515,23543993.037548713,2.2385465158295266,0.30000000000000004,0.4,0.8,20.6,0.95,0.13,0.02,3.3
401,568.45163709253,23500141.141113617,2.6719575610905,0.30000000000000004,0.4,0.8,16.0,0.7,0.18,0.02,4.5
247,352.8740949313474,23488055.038974814,2.2793964648946297,0.1,0.8500000000000001,0.7,12.0,0.55,0.12,0.03,8.7
396,477.0613544070435,23476250.93125699,2.5204954202924226,0.6,0.45,0.8500000000000001,6.5,0.9,0.18,0.01,4.7
283,447.55565573399554,23406282.394349035,2.467913571894046,0.2,0.65,0.55,8.3,0.55,0.16999999999999998,0.01,5.4
287,346.5574725237039,23400586.953141797,2.266277388553477,2.7,0.9,0.95,7.2,0.65,0.18,0.04,6.5
845,297.769779696445,23395229.639788307,2.154541248200702,0.2,0.35000000000000003,0.95,20.9,0.7,0.16,0.01,3.8
364,525.813705240418,23311625.165209673,2.6048071111893596,0.2,0.45,0.8,12.7,0.55,0.15,0.02,3.4
329,494.66667453742673,23284400.396248523,2.55252295129039,0.1,0.5,0.65,6.6,0.9,0.16999999999999998,0.05,5.300000000000001
300,589.8336785465015,23258132.591657244,2.706915163079568,0.30000000000000004,0.75,0.65,6.8,0.5,0.16999999999999998,0.0,3.3
319,581.0895140853619,23230586.445708796,2.6936848506708424,0.2,0.6000000000000001,0.7,15.200000000000001,1.0,0.16999999999999998,0.05,5.6
282,344.210694964526,23201568.79914118,2.2624383288353127,2.3000000000000003,0.65,0.9,19.200000000000003,0.6,0.16,0.05,9.2
307,575.7435882420885,23172035.992706917,2.6858507816665784,0.2,0.2,0.7,9.5,0.75,0.16999999999999998,0.02,4.2
820,282.5515163244088,23112063.508249182,2.118912864935187,0.2,0.30000000000000004,0.9,5.6,0.9,0.15,0.03,4.8
279,479.15502163045386,23042982.494237296,2.5273142333124783,0.4,0.65,0.9,5.9,0.5,0.15,0.05,13.3
320,496.7594285537379,22946955.01657886,2.5586066424074474,0.2,0.75,0.7,5.2,0.9,0.18,0.03,8.4
191,574.1037964054643,22919410.295873642,2.6852603660970713,0.5,0.9500000000000001,0.8500000000000001,29.1,0.5,0.16999999999999998,0.03,3.9
389,427.8802119423337,22686725.055185392,2.436272169489889,0.1,0.45,0.8,15.4,0.8500000000000001,0.13999999999999999,0.03,7.9
799,131.55374421030928,22607881.419015378,1.6447009691184316,4.3,0.6000000000000001,1.0,31.700000000000003,0.65,0.12,0.0,13.3
362,498.8572519401469,22598737.86113023,2.564816825278803,0.2,0.7000000000000001,0.9,10.9,0.75,0.16999999999999998,0.01,10.0
358,358.655486492864,22585476.15735193,2.297772783626865,0.1,0.9500000000000001,0.6,8.1,0.95,0.13999999999999999,0.05,3.8
243,296.4805473829232,22578058.229535162,2.1565332963024577,0.9,0.9,0.95,6.9,0.55,0.12,0.02,6.300000000000001
831,287.189928193761,22473373.117791466,2.1344291250102576,0.7000000000000001,0.55,0.9,32.7,1.0,0.13999999999999999,0.04,3.5
260,202.48122874032074,22430652.055018794,1.8999493479294838,0.8,0.9500000000000001,0.5,7.6,0.55,0.13,0.01,13.3
301,474.57211416244235,22422210.074448623,2.5238220995596934,0.30000000000000004,0.8,0.9,5.5,0.8500000000000001,0.16999999999999998,0.05,9.100000000000001
233,397.40025737208,22318950.957176603,2.379583995380439,0.2,0.9,0.65,9.600000000000001,0.8,0.15,0.05,3.8
334,453.5588185499367,22255200.799734224,2.487247614809374,0.1,0.5,0.8,13.6,0.9,0.18,0.06,5.4
814,346.4002676413103,22189775.672631588,2.273975637555753,0.30000000000000004,0.30000000000000004,0.8500000000000001,32.7,0.9,0.15,0.04,5.5
316,319.36951571776575,22185620.333243508,2.21324577630401,0.30000000000000004,1.0,0.6,7.0,0.8500000000000001,0.13999999999999999,0.03,7.800000000000001
400,502.51792155680334,22178300.39054487,2.574296490044299,0.4,0.35000000000000003,0.75,8.4,0.8,0.16,0.01,3.3
373,338.41734520320097,22170225.08145218,2.256504113066451,0.30000000000000004,0.9500000000000001,0.75,6.1,0.5,0.13,0.03,13.5
448,101.89232354743699,22156531.56805562,1.512459092676511,2.0,0.30000000000000004,0.65,29.6,0.8500000000000001,0.12,0.06,9.4
229,415.14696765445206,22118876.516357563,2.415941189673216,0.4,0.75,0.9,6.2,0.8500000000000001,0.18,0.01,13.9
354,511.2188237779313,22094510.188096732,2.5897226972605174,0.30000000000000004,0.65,0.7,6.0,0.8500000000000001,0.16999999999999998,0.01,6.9
312,277.9844628341607,22076674.52241188,2.113884281234144,0.9,0.4,0.6,9.5,1.0,0.13999999999999999,0.06,7.5
819,279.0041463745134,22004588.756533045,2.1169273710112555,0.1,0.6000000000000001,0.95,31.6,0.8,0.15,0.03,4.3
357,467.5327866846235,21996777.169642184,2.5144907613467637,0.4,0.75,0.95,21.900000000000002,0.65,0.18,0.01,5.5
185,520.2647931053385,21988057.497929294,2.605747402812325,0.2,0.5,0.95,25.900000000000002,0.55,0.18,0.04,8.4
850,250.64747965624008,21928224.784773026,2.043105768339921,0.1,0.35000000000000003,0.9,25.1,0.9,0.16999999999999998,0.04,4.7
200,415.08889526370547,21896589.531090666,2.417456003415779,0.1,0.8500000000000001,1.0,30.0,0.7,0.13999999999999999,0.02,9.8
414,106.14519839319695,21889488.85978778,1.5344557999958521,0.4,0.15000000000000002,0.8500000000000001,11.100000000000001,0.6,0.18,0.01,4.1
286,334.7821612993628,21830997.97692907,2.250708127679391,0.2,1.0,0.5,5.0,0.8500000000000001,0.16999999999999998,0.03,5.300000000000001
189,471.41321605677723,21772882.547570024,2.523148705610498,0.6,0.8500000000000001,0.95,27.400000000000002,0.55,0.18,0.0,3.8
240,449.70369320891166,21765272.2822097,2.483864326116095,0.7000000000000001,0.75,0.9,23.1,0.8500000000000001,0.18,0.0,11.4
822,241.56778869167076,21728001.20294742,2.0193659118469305,0.30000000000000004,0.4,1.0,22.3,0.9,0.15,0.05,3.8
823,249.46744785869876,21614360.336765938,2.0418561901030987,0.8,0.35000000000000003,0.95,13.4,0.9,0.12,0.0,3.1
842,236.45627731268726,21597941.53960445,2.0058239378286142,0.6,0.45,0.95,22.400000000000002,0.95,0.13999999999999999,0.01,5.800000000000001
236,353.2565486213344,21568853.05065178,2.2932159810366888,0.7000000000000001,0.9500000000000001,0.75,7.800000000000001,0.6,0.13999999999999999,0.05,13.0
395,518.7964328883133,21405411.87748787,2.607959259430147,0.1,0.4,0.8,9.4,0.55,0.16999999999999998,0.04,4.5
830,286.35703030222953,21401303.94322677,2.1393244260475504,0.4,0.35000000000000003,0.9,34.6,0.8,0.13999999999999999,0.01,6.4
228,429.078822563367,21376581.475672547,2.4482355273646648,0.2,0.9500000000000001,0.8,15.5,0.7,0.16999999999999998,0.04,11.9
66,230.4461954640031,21221484.774325203,1.9910165679006842,2.9000000000000004,0.15000000000000002,1.0,22.5,0.95,0.16999999999999998,0.02,5.0
841,189.18736253371696,21181478.05101857,1.8645342871528399,0.4,0.9500000000000001,0.95,12.0,0.95,0.13,0.01,3.2
366,435.7774860476973,21166224.327897307,2.462533363148026,0.4,0.9,0.8,6.0,0.55,0.18,0.02,10.4
349,436.89678672959093,21103558.87504868,2.4651271984742165,0.30000000000000004,0.8500000000000001,0.9,9.0,0.8500000000000001,0.16999999999999998,0.02,9.2
833,241.84043643323318,21073591.3791611,2.0242485511667936,0.2,0.30000000000000004,0.8500000000000001,13.9,0.8500000000000001,0.16,0.02,4.4
837,211.89099197295883,20830451.790774025,1.938478820297629,0.30000000000000004,0.4,0.95,18.1,0.8500000000000001,0.16,0.05,3.5
399,478.16861379933886,20744613.89463237,2.5433345303546364,0.30000000000000004,0.4,0.8,29.700000000000003,0.9,0.18,0.0,3.6
813,238.4281406345828,20634323.88919607,2.0175144890643053,0.2,0.55,0.95,19.3,0.8500000000000001,0.16,0.01,6.1
332,381.4591528001386,20576954.40524334,2.3600839855160363,0.30000000000000004,0.7000000000000001,0.7,10.2,0.75,0.16,0.05,6.4
180,477.19535333487465,20529996.23604473,2.5433707347754715,0.1,0.75,0.8500000000000001,20.700000000000003,0.55,0.18,0.03,10.0
832,189.82266212174028,20512351.551187396,1.8706183284683264,0.5,0.30000000000000004,0.9,12.7,0.9,0.16999999999999998,0.03,4.7
350,393.45590428932536,20496047.125456963,2.3851967730602044,0.5,0.8500000000000001,0.95,5.5,0.6,0.18,0.03,3.1
201,388.5073344362032,20449604.32748181,2.3755141388653165,0.4,0.9,0.8500000000000001,16.9,0.8,0.18,0.06,3.7
811,222.88371471656228,20438095.916694738,1.9739385341021283,0.30000000000000004,0.8,0.95,33.3,0.9,0.13999999999999999,0.02,3.5
353,425.54136147989385,20415332.446991183,2.4489901668223353,0.2,0.5,0.95,9.100000000000001,0.6,0.18,0.01,10.9
370,314.34064061670534,20312645.190277345,2.21455247675479,1.5000000000000002,0.6000000000000001,0.8500000000000001,8.4,0.5,0.16999999999999998,0.06,10.4
152,404.4771863318652,20271892.334398232,2.4090286313255467,0.30000000000000004,1.0,0.75,13.200000000000001,0.95,0.15,0.01,10.600000000000001
65,335.32936197226957,20260465.540983055,2.263171535021386,1.8000000000000003,1.0,0.95,29.0,0.9,0.16,0.03,8.4
253,332.9725098403104,20197132.09338948,2.2583282296568337,0.30000000000000004,0.55,0.6,22.6,0.95,0.18,0.04,5.5
812,204.098069155753,20175021.205523893,1.9185021334753602,0.30000000000000004,0.9500000000000001,0.8500000000000001,5.2,0.8500000000000001,0.15,0.02,5.5
47,289.0452770075113,20174095.209850498,2.1544641704087515,1.6,0.9,0.9,18.9,0.8,0.15,0.02,9.5
836,198.7178435758888,20172171.64694987,1.9015118366362518,0.8,0.4,0.95,15.700000000000001,0.9,0.15,0.05,4.4
847,194.45983669392825,20139265.88519977,1.888037679851139,0.2,0.45,0.8500000000000001,10.9,0.8,0.13999999999999999,0.02,4.3
360,357.3696629517219,20114470.854751073,2.312822224553013,0.30000000000000004,1.0,0.9,9.2,0.7,0.18,0.04,13.9
363,357.71416499219873,20100613.838286836,2.313671475573922,0.6,0.9500000000000001,0.8,6.5,0.8,0.18,0.05,5.1
397,385.36705145237255,20025476.580686186,2.3724092967264103,0.8,0.5,0.75,15.0,0.75,0.18,0.04,4.3
317,364.4619055455052,19961390.707567263,2.3292080745340726,0.2,0.65,0.7,6.0,0.7,0.16,0.02,10.7
73,247.6640689062206,19807729.54498983,2.048813100224074,1.6,0.8500000000000001,0.9,18.9,0.9,0.13,0.02,6.6
817,183.29250423453885,19801503.331928134,1.853269931264964,0.4,0.35000000000000003,0.95,11.2,0.95,0.16999999999999998,0.05,5.6
825,195.51967087008788,19773354.175525166,1.8937753388907992,0.2,0.5,0.8500000000000001,23.6,0.95,0.15,0.02,5.9
68,263.7713317607771,19728105.04764732,2.0928615937062487,0.7000000000000001,0.4,0.65,15.200000000000001,0.8500000000000001,0.13999999999999999,0.02,5.9
187,428.5260676074462,19725003.95137072,2.460338966059194,0.2,0.7000000000000001,0.75,25.6,0.6,0.18,0.02,8.2
365,298.5109885437813,19701655.52936616,2.181173771916608,2.0,0.8,1.0,14.3,0.7,0.18,0.0,5.5
302,257.6758356340928,19688217.94005825,2.0768947107448175,0.4,0.35000000000000003,0.8500000000000001,6.0,0.5,0.13,0.02,14.0
245,243.99804453882456,19682899.76019489,2.0395132010319474,1.8000000000000003,0.4,0.65,6.7,0.95,0.13999999999999999,0.0,7.9
250,199.78316968250536,19682503.8019812,1.9080274613536938,0.6,0.55,0.55,9.2,0.7,0.13,0.01,12.4
290,196.2318740156029,19619750.045306843,1.8970581428265993,4.1,0.8,0.95,12.8,0.55,0.18,0.05,8.4
232,165.81889465198523,19596920.247554332,1.793642326422579,0.5,0.8,0.8500000000000001,20.6,0.8500000000000001,0.12,0.06,13.3
371,425.50284889818954,19579176.849343315,2.4557541826256184,0.1,0.35000000000000003,0.65,23.0,0.55,0.16,0.0,5.4
343,347.6828578133368,19578920.838735152,2.2958607312757358,0.1,0.45,0.7,5.6,0.6,0.13999999999999999,0.01,7.0
69,253.3187302384467,19522559.25337381,2.0662856448354305,2.9000000000000004,0.6000000000000001,1.0,26.200000000000003,0.5,0.16,0.04,14.600000000000001
203,339.6685247830063,19516903.78863886,2.278564966380003,0.5,0.8,0.95,9.5,0.9,0.15,0.0,14.600000000000001
321,293.5974319538402,19470362.683004916,2.170848582847037,1.5000000000000002,0.65,0.75,23.6,0.55,0.16,0.06,4.6
204,425.13429080703713,19418790.18925409,2.45639173930935,0.4,0.8,0.75,20.1,1.0,0.18,0.04,3.4
848,157.07980367260467,19414669.50846598,1.76265984666338,0.1,0.30000000000000004,1.0,24.3,0.55,0.16999999999999998,0.03,3.4
827,159.1869645266513,19414130.41900448,1.770509926513419,0.4,0.4,0.95,26.700000000000003,0.8500000000000001,0.13999999999999999,0.06,4.1
193,387.2801966180732,19338474.68809471,2.3818661835728574,0.1,0.45,0.8500000000000001,23.400000000000002,0.55,0.16,0.03,3.1
815,227.1614247714831,19307601.755887527,1.9940378062058073,0.5,0.35000000000000003,0.9,25.700000000000003,0.7,0.15,0.01,8.600000000000001
184,454.6387227597833,19306307.25294588,2.5129235476046814,0.1,0.5,0.75,25.900000000000002,0.7,0.18,0.02,6.9
186,289.7095146073884,19295441.77999366,2.1625244300205773,0.2,0.5,1.0,7.0,0.9,0.13999999999999999,0.0,13.600000000000001
209,425.2873197744747,19291791.923169084,2.4577614354816157,0.30000000000000004,0.75,0.9,22.7,0.6,0.18,0.03,3.2
64,186.34734922314505,19253237.27313263,1.8670011342036539,2.3000000000000003,0.7000000000000001,1.0,6.9,0.7,0.13,0.06,9.5
202,501.24857029476385,19236467.027299043,2.5966482592647018,0.30000000000000004,0.9,0.8,33.0,0.8,0.16999999999999998,0.03,3.8
818,189.76841595285097,19179562.329584748,1.8788372932785036,0.1,0.4,0.95,25.3,0.95,0.18,0.0,6.800000000000001
348,355.68249123639464,19176008.430387422,2.3165449037498314,0.2,0.6000000000000001,0.95,10.2,0.6,0.16999999999999998,0.04,11.4
361,363.0955256032752,19171998.427871622,2.332560492577186,0.5,1.0,0.7,17.700000000000003,0.7,0.16,0.0,3.5
835,167.19787037202227,19166517.619562365,1.8012658258071146,0.6,0.45,0.9,6.5,0.55,0.13999999999999999,0.02,3.8
331,288.4192707057331,19140770.718025178,2.1604683660844906,0.1,0.9500000000000001,0.6,5.7,1.0,0.16,0.06,10.5
816,183.81303031656563,19026654.600438327,1.8599662921161109,0.30000000000000004,0.30000000000000004,1.0,10.4,0.95,0.13,0.01,9.0
175,336.0266018582423,18996716.953379072,2.274485260963125,0.2,0.55,0.75,26.200000000000003,0.6,0.16,0.06,5.2
826,162.58471822432483,18961507.280055813,1.785824874098219,0.30000000000000004,0.6000000000000001,0.7,7.300000000000001,0.55,0.16999999999999998,0.02,5.2
176,295.182389752407,18946451.052701198,2.1787067407037206,0.5,0.8,0.95,7.0,0.8,0.16999999999999998,0.06,6.5
849,163.38995742805977,18722114.351856165,1.790284259004953,1.3000000000000003,0.5,0.8,34.400000000000006,0.75,0.13,0.01,12.0
391,215.18074841659404,18635426.290321328,1.9629793605150232,0.30000000000000004,0.9500000000000001,0.65,11.2,0.5,0.13,0.02,8.0
293,270.65331403442934,18599788.774423975,2.1192123386331687,0.2,0.55,0.6,14.0,0.7,0.15,0.04,10.0
685,53.91708723553297,18529341.728957698,1.238003999668495,1.9000000000000001,0.65,0.55,30.3,0.95,0.12,0.0,3.3
846,106.32248897362312,18467111.88419668,1.5528125502190717,0.5,0.25,1.0,20.3,0.9,0.18,0.01,3.9
828,106.2439642311617,18437507.716063466,1.5525962535157145,0.8,0.2,0.7,5.7,0.9,0.13,0.02,3.7
230,192.43708341719807,18392986.143765833,1.8928812725311452,1.0,0.8,0.75,28.6,0.95,0.13,0.0,7.800000000000001
318,277.6080796472462,18378925.476732533,2.1389138758839326,0.4,0.9,0.6,6.6,0.65,0.16999999999999998,0.01,8.600000000000001
113,519.5868218426215,18333180.509299565,2.636376730678159,0.2,0.5,0.8,29.0,0.65,0.18,0.01,7.3
341,337.23658849485,18222849.94294148,2.2835355721714223,0.2,0.6000000000000001,0.65,19.8,0.65,0.18,0.01,4.3
139,313.6391156045579,18200708.823600397,2.2291613116386584,0.30000000000000004,0.8,0.8500000000000001,27.5,0.65,0.13999999999999999,0.01,5.300000000000001
226,339.98275996033874,18126516.22174247,2.2905265774422547,0.2,0.9,0.9,31.3,0.6,0.15,0.05,7.4
313,147.2327164106642,18032823.787463754,1.7335426846121844,3.8000000000000003,0.7000000000000001,0.65,8.7,0.95,0.18,0.06,5.7
141,384.71595907724264,18025695.078304328,2.387763348897771,0.2,0.65,0.8,21.400000000000002,0.8,0.18,0.01,8.3
155,453.5950059105321,17976139.66917722,2.5229792912998343,0.1,0.4,0.75,30.6,0.75,0.18,0.05,5.300000000000001
178,287.0807986776562,17970680.53830889,2.1662127525210804,0.30000000000000004,0.9,0.75,6.8,0.75,0.18,0.05,12.0
205,395.98093856171465,17937181.659218803,2.411636501351937,0.2,0.55,0.8500000000000001,22.7,0.95,0.18,0.04,3.4
76,410.71281025621994,17887513.634166718,2.441631566237063,0.1,0.55,0.8,27.5,0.7,0.16999999999999998,0.0,7.1000000000000005
75,159.27266404931834,17790377.949536026,1.7811704103171977,1.5000000000000002,0.15000000000000002,0.95,12.2,0.7,0.13,0.05,6.2
146,300.3896120307553,17787373.049744893,2.2006868673451967,0.5,0.75,0.8500000000000001,18.9,0.7,0.16999999999999998,0.05,11.9
351,316.25271629188103,17776123.843967278,2.2388570016377076,0.2,0.2,0.75,7.2,0.6,0.18,0.01,8.3
224,288.3646406785721,17729735.21795867,2.171390506049309,0.1,0.8500000000000001,0.9,5.1,0.8500000000000001,0.15,0.05,8.2
159,167.71371021936068,17727727.206861924,1.8125224783696512,0.1,0.9500000000000001,0.95,29.400000000000002,0.8500000000000001,0.12,0.0,13.600000000000001
851,119.83915684003942,17703437.230069432,1.6205651574218831,0.1,0.6000000000000001,1.0,16.9,0.8500000000000001,0.15,0.03,3.6
225,344.28150221611344,17701852.974151652,2.3037785844756,0.1,0.9500000000000001,0.9,34.1,0.8500000000000001,0.16999999999999998,0.06,9.0
277,182.433479450628,17585881.199065603,1.865068071714626,3.4000000000000004,0.9,0.7,5.0,0.95,0.15,0.05,13.5
181,303.97421324617846,17514969.41938411,2.2116806660450443,0.2,0.75,0.8500000000000001,15.8,0.55,0.16999999999999998,0.05,11.8
